att1,att2,att3,att4,att5,att10,att11,att13,att14,att15,att18,att20,att22,att25,att26,att33,att38,att43,att47,att48,att51,att56,att59,att61,att64,att65,att66,att68,att69,att71,att73,att75,att76,att78,att79,att80,att81,att82,att83,att85,att86,att93,att94,att97,att98,att100,att103,att104,att106,att107,att109,att111,att113,att114,att115,att117,att120,att121,att122,att123,att125,att127,att128,att130,att133,att135,att136,att137,att138,att144,att145,att149,att151,att152,att156,att157,att158,att159,att164,att166,att167,att168,att169,att170,att171,att173,att175,att180,att181,att182,att186,att187,att189,att191,att196,att197,att200,att203,att209,att212,class
342.0,348.0,845.0,787.0,585.0,12.0,9.0,349.0,319.0,526.0,907.0,30.0,1.0,271.0,199.0,14.0,205.0,11.0,1.0,10.0,799.0,22.0,2.0,174.0,656.0,1065.0,737.0,18.0,27.0,9.0,262.0,647.0,615.0,965.0,20.0,24.0,16.0,4.0,7.0,342.0,308.0,15.0,3.0,395.0,293.0,792.0,33.0,15.0,4.0,13.0,267.0,847.0,988.0,806.0,5.0,26.0,1.0,318.0,202.0,693.0,908.0,4.0,25.0,13.0,234.0,932.0,826.0,689.0,690.0,2.0,348.0,747.0,16.0,18.0,15.0,366.0,260.0,514.0,25.0,5.0,13.0,8.0,244.0,244.0,677.0,985.0,12.0,1.0,230.0,322.0,696.0,4.0,34.0,2.0,857.0,579.0,16.0,14.0,596.0,28.0,6
173.0,225.0,629.0,737.0,627.0,10.0,10.0,338.0,366.0,516.0,1018.0,26.0,11.0,364.0,326.0,16.0,318.0,18.0,2.0,14.0,629.0,22.0,3.0,319.0,746.0,1105.0,776.0,22.0,19.0,10.0,339.0,619.0,565.0,1084.0,23.0,30.0,22.0,14.0,10.0,369.0,279.0,21.0,7.0,388.0,344.0,726.0,28.0,21.0,14.0,14.0,380.0,627.0,1028.0,753.0,22.0,24.0,11.0,305.0,355.0,523.0,948.0,21.0,31.0,3.0,165.0,712.0,772.0,725.0,787.0,10.0,375.0,787.0,15.0,18.0,9.0,383.0,315.0,552.0,27.0,15.0,10.0,8.0,355.0,311.0,527.0,1025.0,17.0,13.0,361.0,445.0,639.0,21.0,26.0,5.0,803.0,621.0,20.0,17.0,636.0,24.0,6
299.0,289.0,652.0,849.0,623.0,9.0,11.0,398.0,226.0,541.0,842.0,26.0,16.0,338.0,340.0,35.0,276.0,15.0,3.0,1.0,696.0,20.0,4.0,305.0,1020.0,1103.0,724.0,18.0,22.0,9.0,393.0,674.0,785.0,896.0,22.0,26.0,31.0,19.0,11.0,367.0,273.0,38.0,12.0,574.0,240.0,804.0,31.0,23.0,19.0,13.0,224.0,634.0,1026.0,639.0,19.0,9.0,4.0,291.0,367.0,486.0,946.0,18.0,15.0,2.0,299.0,719.0,836.0,717.0,675.0,7.0,457.0,785.0,12.0,24.0,12.0,431.0,287.0,547.0,27.0,20.0,9.0,11.0,293.0,291.0,568.0,1011.0,14.0,18.0,303.0,487.0,589.0,18.0,27.0,6.0,925.0,615.0,34.0,18.0,640.0,8.0,6
334.0,210.0,701.0,690.0,647.0,12.0,8.0,381.0,339.0,460.0,993.0,32.0,9.0,263.0,339.0,12.0,383.0,18.0,16.0,15.0,633.0,22.0,17.0,274.0,589.0,1091.0,705.0,16.0,7.0,10.0,320.0,533.0,516.0,1063.0,13.0,26.0,22.0,8.0,10.0,434.0,230.0,15.0,5.0,495.0,317.0,689.0,32.0,17.0,8.0,16.0,423.0,705.0,1014.0,762.0,16.0,24.0,0.0,330.0,246.0,557.0,934.0,15.0,27.0,9.0,204.0,790.0,759.0,705.0,744.0,1.0,348.0,773.0,7.0,18.0,14.0,346.0,234.0,486.0,25.0,9.0,10.0,9.0,288.0,228.0,523.0,999.0,7.0,2.0,442.0,378.0,618.0,15.0,20.0,19.0,750.0,643.0,18.0,19.0,670.0,24.0,6
215.0,223.0,740.0,735.0,607.0,9.0,4.0,362.0,348.0,533.0,1041.0,31.0,12.0,306.0,294.0,14.0,326.0,15.0,8.0,13.0,684.0,23.0,9.0,239.0,694.0,1033.0,761.0,17.0,1.0,10.0,299.0,618.0,563.0,1111.0,16.0,31.0,24.0,15.0,10.0,397.0,269.0,17.0,8.0,408.0,326.0,730.0,29.0,18.0,15.0,12.0,342.0,744.0,968.0,818.0,17.0,22.0,0.0,279.0,265.0,590.0,884.0,16.0,30.0,2.0,137.0,829.0,798.0,657.0,792.0,1.0,351.0,715.0,6.0,19.0,14.0,361.0,301.0,547.0,32.0,16.0,10.0,9.0,275.0,297.0,568.0,941.0,8.0,2.0,389.0,383.0,674.0,16.0,18.0,11.0,799.0,605.0,17.0,11.0,658.0,25.0,6
300.0,232.0,703.0,705.0,632.0,13.0,3.0,373.0,379.0,422.0,1027.0,30.0,8.0,293.0,265.0,15.0,301.0,17.0,11.0,9.0,665.0,20.0,12.0,258.0,702.0,1094.0,755.0,18.0,14.0,15.0,330.0,573.0,531.0,1095.0,14.0,24.0,21.0,11.0,15.0,398.0,294.0,20.0,4.0,503.0,359.0,700.0,35.0,17.0,11.0,13.0,357.0,701.0,1017.0,756.0,13.0,23.0,2.0,310.0,250.0,565.0,937.0,12.0,25.0,6.0,178.0,786.0,750.0,708.0,788.0,1.0,378.0,776.0,10.0,22.0,12.0,390.0,280.0,484.0,25.0,12.0,15.0,11.0,272.0,274.0,547.0,1002.0,6.0,4.0,338.0,382.0,624.0,12.0,23.0,12.0,773.0,626.0,16.0,12.0,649.0,24.0,6
206.0,226.0,728.0,700.0,646.0,12.0,8.0,267.0,271.0,655.0,877.0,24.0,9.0,273.0,371.0,16.0,345.0,26.0,16.0,8.0,770.0,26.0,17.0,224.0,639.0,1030.0,619.0,24.0,5.0,16.0,226.0,772.0,526.0,945.0,9.0,32.0,26.0,12.0,16.0,314.0,236.0,19.0,5.0,345.0,219.0,695.0,26.0,11.0,12.0,10.0,345.0,718.0,979.0,716.0,16.0,28.0,11.0,206.0,216.0,568.0,893.0,15.0,29.0,5.0,178.0,803.0,763.0,676.0,642.0,12.0,330.0,734.0,15.0,14.0,9.0,258.0,224.0,595.0,25.0,13.0,20.0,4.0,296.0,224.0,638.0,976.0,7.0,9.0,350.0,352.0,588.0,15.0,16.0,9.0,764.0,640.0,10.0,9.0,641.0,30.0,6
296.0,210.0,689.0,750.0,656.0,9.0,10.0,335.0,315.0,486.0,995.0,24.0,2.0,277.0,345.0,13.0,359.0,23.0,16.0,16.0,627.0,20.0,17.0,340.0,567.0,1048.0,727.0,20.0,12.0,10.0,278.0,589.0,566.0,1047.0,8.0,16.0,23.0,1.0,10.0,438.0,252.0,16.0,6.0,435.0,295.0,749.0,33.0,17.0,1.0,16.0,513.0,693.0,993.0,822.0,19.0,37.0,1.0,412.0,284.0,543.0,899.0,18.0,23.0,16.0,242.0,778.0,825.0,672.0,728.0,0.0,258.0,730.0,8.0,20.0,13.0,278.0,250.0,522.0,17.0,2.0,4.0,10.0,354.0,246.0,525.0,956.0,10.0,3.0,454.0,408.0,674.0,18.0,19.0,19.0,804.0,654.0,16.0,19.0,685.0,22.0,6
277.0,305.0,727.0,779.0,607.0,12.0,3.0,342.0,356.0,510.0,929.0,27.0,9.0,248.0,330.0,7.0,362.0,22.0,13.0,17.0,655.0,25.0,14.0,259.0,574.0,957.0,639.0,21.0,6.0,17.0,251.0,607.0,595.0,999.0,9.0,29.0,17.0,12.0,17.0,391.0,241.0,10.0,5.0,404.0,334.0,778.0,34.0,14.0,12.0,13.0,392.0,731.0,886.0,756.0,12.0,27.0,0.0,245.0,235.0,587.0,800.0,11.0,26.0,5.0,167.0,816.0,856.0,575.0,680.0,1.0,331.0,651.0,9.0,17.0,14.0,273.0,149.0,580.0,28.0,13.0,17.0,9.0,279.0,149.0,553.0,865.0,3.0,2.0,441.0,361.0,608.0,11.0,25.0,14.0,831.0,609.0,13.0,14.0,670.0,25.0,6
278.0,188.0,688.0,644.0,655.0,16.0,4.0,389.0,301.0,531.0,1027.0,30.0,5.0,343.0,359.0,16.0,383.0,17.0,10.0,16.0,608.0,22.0,9.0,278.0,657.0,1121.0,745.0,18.0,13.0,10.0,344.0,574.0,482.0,1097.0,20.0,28.0,24.0,8.0,10.0,452.0,224.0,21.0,1.0,463.0,279.0,637.0,29.0,15.0,8.0,10.0,423.0,692.0,1044.0,750.0,21.0,26.0,1.0,344.0,288.0,538.0,964.0,20.0,27.0,9.0,170.0,777.0,695.0,735.0,778.0,2.0,388.0,803.0,10.0,18.0,15.0,370.0,300.0,487.0,29.0,9.0,10.0,8.0,294.0,302.0,510.0,1029.0,12.0,1.0,376.0,428.0,614.0,20.0,18.0,11.0,710.0,649.0,16.0,11.0,672.0,26.0,6
294.0,188.0,745.0,684.0,654.0,12.0,2.0,427.0,357.0,524.0,1060.0,30.0,9.0,327.0,383.0,13.0,427.0,17.0,14.0,17.0,659.0,28.0,15.0,270.0,607.0,1026.0,782.0,20.0,4.0,14.0,364.0,533.0,502.0,1124.0,14.0,36.0,23.0,12.0,14.0,432.0,206.0,16.0,5.0,491.0,325.0,681.0,33.0,17.0,12.0,10.0,411.0,749.0,969.0,817.0,19.0,31.0,2.0,358.0,250.0,619.0,877.0,18.0,25.0,5.0,164.0,834.0,755.0,654.0,805.0,3.0,336.0,702.0,8.0,14.0,16.0,422.0,250.0,520.0,31.0,13.0,14.0,7.0,302.0,250.0,555.0,936.0,10.0,0.0,380.0,384.0,675.0,18.0,19.0,13.0,742.0,652.0,16.0,13.0,683.0,30.0,6
291.0,201.0,719.0,769.0,694.0,16.0,1.0,338.0,326.0,552.0,1023.0,26.0,5.0,258.0,384.0,16.0,406.0,16.0,15.0,13.0,653.0,30.0,14.0,197.0,698.0,1138.0,737.0,24.0,13.0,15.0,251.0,599.0,601.0,1093.0,15.0,32.0,22.0,8.0,15.0,371.0,189.0,21.0,1.0,422.0,270.0,770.0,30.0,13.0,8.0,9.0,362.0,723.0,1087.0,746.0,20.0,22.0,0.0,243.0,241.0,585.0,1003.0,19.0,25.0,9.0,145.0,808.0,808.0,796.0,774.0,1.0,347.0,838.0,5.0,12.0,14.0,321.0,263.0,538.0,27.0,9.0,15.0,9.0,249.0,263.0,551.0,1094.0,11.0,2.0,339.0,361.0,606.0,19.0,22.0,10.0,839.0,688.0,12.0,10.0,653.0,30.0,6
276.0,306.0,846.0,750.0,654.0,10.0,8.0,335.0,311.0,553.0,958.0,30.0,1.0,239.0,201.0,11.0,239.0,20.0,4.0,14.0,798.0,20.0,5.0,220.0,615.0,1078.0,706.0,14.0,14.0,10.0,254.0,648.0,570.0,1022.0,11.0,22.0,21.0,2.0,8.0,360.0,332.0,14.0,5.0,407.0,299.0,737.0,32.0,19.0,2.0,14.0,359.0,850.0,1017.0,817.0,6.0,39.0,1.0,324.0,242.0,696.0,933.0,5.0,27.0,15.0,196.0,935.0,805.0,726.0,705.0,0.0,288.0,768.0,15.0,18.0,13.0,328.0,256.0,557.0,23.0,3.0,8.0,10.0,256.0,258.0,676.0,1010.0,3.0,3.0,344.0,366.0,677.0,5.0,21.0,7.0,814.0,646.0,20.0,15.0,653.0,26.0,6
314.0,154.0,698.0,726.0,644.0,10.0,2.0,419.0,345.0,549.0,1062.0,29.0,9.0,329.0,353.0,14.0,387.0,15.0,12.0,13.0,630.0,27.0,13.0,272.0,639.0,1094.0,808.0,21.0,11.0,14.0,316.0,620.0,552.0,1128.0,18.0,31.0,24.0,6.0,14.0,458.0,244.0,17.0,7.0,459.0,305.0,727.0,29.0,16.0,6.0,8.0,455.0,702.0,1041.0,819.0,19.0,32.0,2.0,350.0,224.0,582.0,959.0,18.0,24.0,11.0,164.0,787.0,789.0,742.0,833.0,3.0,348.0,792.0,8.0,13.0,16.0,384.0,294.0,555.0,28.0,7.0,14.0,7.0,304.0,294.0,536.0,1042.0,10.0,0.0,386.0,340.0,697.0,18.0,18.0,11.0,792.0,638.0,15.0,11.0,623.0,29.0,6
240.0,322.0,683.0,729.0,623.0,15.0,6.0,367.0,315.0,578.0,1015.0,27.0,6.0,333.0,317.0,9.0,255.0,18.0,12.0,9.0,657.0,11.0,13.0,330.0,668.0,1081.0,761.0,19.0,18.0,14.0,354.0,691.0,551.0,1081.0,17.0,19.0,19.0,9.0,14.0,388.0,378.0,14.0,2.0,387.0,333.0,712.0,30.0,26.0,9.0,16.0,469.0,681.0,1020.0,772.0,14.0,33.0,4.0,372.0,372.0,561.0,938.0,13.0,22.0,8.0,220.0,766.0,770.0,721.0,786.0,3.0,352.0,771.0,11.0,21.0,10.0,356.0,338.0,608.0,20.0,10.0,14.0,13.0,338.0,338.0,563.0,1021.0,13.0,6.0,452.0,484.0,650.0,13.0,23.0,15.0,793.0,617.0,25.0,15.0,612.0,17.0,6
274.0,170.0,692.0,732.0,642.0,13.0,1.0,333.0,315.0,541.0,1006.0,26.0,8.0,263.0,421.0,12.0,433.0,19.0,15.0,16.0,616.0,32.0,14.0,244.0,625.0,1058.0,726.0,26.0,1.0,13.0,278.0,636.0,554.0,1074.0,12.0,34.0,22.0,11.0,13.0,392.0,242.0,15.0,4.0,425.0,263.0,725.0,25.0,13.0,11.0,9.0,369.0,696.0,993.0,803.0,21.0,24.0,1.0,246.0,262.0,542.0,907.0,20.0,23.0,6.0,156.0,781.0,797.0,680.0,755.0,2.0,358.0,740.0,2.0,14.0,15.0,314.0,306.0,559.0,27.0,12.0,13.0,8.0,278.0,304.0,532.0,966.0,12.0,1.0,396.0,366.0,657.0,20.0,20.0,12.0,794.0,644.0,12.0,12.0,683.0,30.0,6
411.0,319.0,958.0,736.0,600.0,11.0,6.0,396.0,352.0,655.0,953.0,32.0,4.0,282.0,298.0,13.0,328.0,21.0,8.0,16.0,872.0,28.0,9.0,259.0,577.0,1026.0,691.0,22.0,12.0,14.0,289.0,656.0,566.0,1021.0,20.0,28.0,23.0,1.0,16.0,393.0,293.0,16.0,8.0,454.0,284.0,733.0,23.0,19.0,1.0,16.0,416.0,962.0,971.0,820.0,11.0,37.0,3.0,361.0,141.0,808.0,889.0,8.0,25.0,18.0,305.0,1047.0,799.0,710.0,726.0,4.0,359.0,726.0,24.0,14.0,17.0,335.0,209.0,671.0,29.0,0.0,14.0,8.0,263.0,181.0,768.0,992.0,12.0,1.0,375.0,279.0,682.0,8.0,19.0,11.0,802.0,590.0,18.0,13.0,553.0,28.0,6
227.0,255.0,782.0,712.0,697.0,14.0,2.0,336.0,294.0,611.0,989.0,31.0,7.0,250.0,270.0,16.0,302.0,16.0,14.0,13.0,720.0,21.0,13.0,215.0,717.0,1045.0,733.0,17.0,13.0,14.0,265.0,678.0,560.0,1057.0,21.0,29.0,22.0,10.0,14.0,387.0,265.0,21.0,3.0,444.0,258.0,705.0,28.0,16.0,10.0,10.0,386.0,786.0,1018.0,718.0,20.0,22.0,0.0,305.0,281.0,632.0,934.0,17.0,28.0,7.0,153.0,871.0,757.0,753.0,752.0,1.0,283.0,787.0,11.0,17.0,14.0,303.0,285.0,561.0,30.0,11.0,14.0,9.0,233.0,283.0,618.0,1045.0,13.0,2.0,405.0,389.0,600.0,17.0,22.0,13.0,782.0,689.0,17.0,13.0,650.0,29.0,6
397.0,279.0,879.0,802.0,665.0,12.0,12.0,358.0,284.0,596.0,954.0,27.0,5.0,264.0,302.0,10.0,314.0,27.0,14.0,16.0,793.0,25.0,15.0,253.0,605.0,1055.0,664.0,19.0,15.0,8.0,251.0,645.0,620.0,1024.0,10.0,23.0,20.0,2.0,8.0,397.0,213.0,13.0,9.0,442.0,240.0,791.0,25.0,16.0,2.0,14.0,422.0,883.0,1018.0,783.0,13.0,38.0,1.0,409.0,213.0,737.0,936.0,12.0,24.0,19.0,253.0,968.0,863.0,739.0,713.0,2.0,267.0,773.0,14.0,13.0,15.0,283.0,201.0,612.0,20.0,1.0,2.0,8.0,287.0,205.0,689.0,1021.0,4.0,1.0,337.0,345.0,641.0,12.0,22.0,17.0,864.0,657.0,15.0,17.0,648.0,29.0,6
238.0,268.0,694.0,677.0,669.0,12.0,5.0,381.0,311.0,529.0,1005.0,33.0,9.0,329.0,335.0,13.0,335.0,21.0,15.0,11.0,654.0,15.0,14.0,342.0,736.0,1133.0,755.0,15.0,16.0,9.0,392.0,656.0,527.0,1071.0,10.0,29.0,23.0,12.0,9.0,458.0,394.0,18.0,5.0,533.0,341.0,664.0,29.0,22.0,12.0,13.0,415.0,696.0,1064.0,790.0,19.0,31.0,2.0,398.0,408.0,552.0,986.0,18.0,30.0,5.0,190.0,781.0,728.0,765.0,776.0,1.0,366.0,825.0,4.0,23.0,12.0,380.0,420.0,565.0,30.0,13.0,9.0,11.0,324.0,422.0,556.0,1061.0,10.0,4.0,374.0,480.0,664.0,18.0,19.0,16.0,743.0,661.0,21.0,16.0,666.0,25.0,6
273.0,263.0,735.0,713.0,612.0,12.0,11.0,346.0,302.0,552.0,965.0,33.0,1.0,244.0,294.0,11.0,312.0,16.0,19.0,13.0,673.0,19.0,20.0,235.0,684.0,1078.0,715.0,15.0,20.0,13.0,315.0,627.0,539.0,1033.0,17.0,27.0,21.0,4.0,13.0,403.0,295.0,16.0,3.0,492.0,292.0,706.0,30.0,20.0,4.0,19.0,352.0,739.0,1013.0,742.0,16.0,31.0,0.0,377.0,281.0,597.0,933.0,15.0,28.0,13.0,201.0,824.0,754.0,710.0,728.0,1.0,321.0,766.0,7.0,21.0,14.0,339.0,241.0,584.0,28.0,5.0,7.0,9.0,225.0,241.0,569.0,1010.0,9.0,2.0,333.0,407.0,620.0,15.0,21.0,22.0,779.0,606.0,19.0,22.0,605.0,27.0,6
286.0,246.0,767.0,736.0,661.0,10.0,10.0,323.0,319.0,494.0,957.0,30.0,1.0,239.0,313.0,12.0,333.0,27.0,16.0,16.0,695.0,22.0,17.0,250.0,599.0,1039.0,677.0,18.0,9.0,10.0,286.0,611.0,552.0,1021.0,4.0,22.0,22.0,2.0,10.0,402.0,264.0,15.0,5.0,465.0,303.0,727.0,29.0,17.0,2.0,16.0,405.0,771.0,998.0,792.0,13.0,36.0,1.0,396.0,258.0,621.0,902.0,12.0,25.0,15.0,192.0,856.0,807.0,675.0,706.0,0.0,276.0,721.0,8.0,18.0,13.0,306.0,232.0,570.0,23.0,3.0,4.0,10.0,244.0,226.0,597.0,947.0,4.0,3.0,354.0,382.0,650.0,12.0,20.0,19.0,796.0,659.0,16.0,19.0,690.0,28.0,6
278.0,268.0,642.0,785.0,620.0,9.0,10.0,299.0,269.0,567.0,1030.0,20.0,2.0,261.0,327.0,10.0,299.0,25.0,16.0,8.0,618.0,12.0,17.0,310.0,642.0,1084.0,810.0,18.0,19.0,10.0,296.0,666.0,609.0,1092.0,6.0,12.0,20.0,1.0,10.0,384.0,302.0,13.0,6.0,469.0,273.0,784.0,29.0,25.0,1.0,16.0,465.0,640.0,1019.0,813.0,21.0,34.0,1.0,422.0,338.0,524.0,939.0,20.0,23.0,16.0,250.0,725.0,840.0,718.0,821.0,0.0,240.0,772.0,4.0,24.0,13.0,302.0,330.0,589.0,17.0,2.0,4.0,10.0,312.0,334.0,532.0,1018.0,12.0,3.0,408.0,476.0,703.0,20.0,22.0,19.0,853.0,614.0,24.0,19.0,613.0,18.0,6
351.0,463.0,762.0,953.0,607.0,13.0,14.0,342.0,218.0,559.0,1080.0,12.0,6.0,258.0,178.0,24.0,150.0,19.0,12.0,2.0,752.0,10.0,13.0,199.0,750.0,1017.0,924.0,26.0,37.0,10.0,205.0,678.0,787.0,1132.0,26.0,10.0,14.0,3.0,6.0,371.0,305.0,21.0,10.0,416.0,288.0,964.0,27.0,27.0,3.0,12.0,364.0,758.0,976.0,871.0,21.0,16.0,1.0,379.0,357.0,626.0,894.0,18.0,19.0,20.0,231.0,843.0,990.0,717.0,909.0,2.0,259.0,735.0,16.0,20.0,15.0,275.0,291.0,567.0,11.0,2.0,0.0,8.0,259.0,303.0,618.0,1003.0,18.0,7.0,321.0,453.0,797.0,18.0,44.0,17.0,1029.0,601.0,26.0,15.0,550.0,16.0,6
323.0,361.0,655.0,946.0,623.0,11.0,15.0,344.0,240.0,530.0,1044.0,23.0,4.0,270.0,258.0,25.0,226.0,17.0,11.0,5.0,629.0,17.0,12.0,221.0,697.0,1089.0,876.0,19.0,38.0,11.0,219.0,655.0,778.0,1100.0,14.0,15.0,15.0,1.0,5.0,401.0,223.0,22.0,8.0,420.0,254.0,961.0,29.0,22.0,1.0,11.0,400.0,653.0,1024.0,863.0,21.0,15.0,2.0,341.0,349.0,523.0,944.0,20.0,26.0,18.0,181.0,738.0,985.0,719.0,865.0,3.0,297.0,777.0,4.0,23.0,16.0,281.0,273.0,582.0,16.0,0.0,1.0,9.0,265.0,301.0,529.0,1019.0,12.0,4.0,337.0,443.0,781.0,20.0,43.0,18.0,1014.0,617.0,21.0,14.0,620.0,21.0,6
298.0,194.0,722.0,656.0,660.0,13.0,1.0,431.0,363.0,523.0,997.0,29.0,8.0,335.0,391.0,16.0,437.0,24.0,15.0,17.0,636.0,25.0,16.0,294.0,581.0,1140.0,719.0,19.0,9.0,15.0,362.0,582.0,474.0,1059.0,7.0,31.0,26.0,11.0,15.0,464.0,258.0,19.0,4.0,501.0,339.0,651.0,28.0,16.0,11.0,9.0,463.0,726.0,1063.0,810.0,18.0,36.0,2.0,380.0,248.0,578.0,983.0,17.0,26.0,6.0,176.0,811.0,731.0,754.0,740.0,3.0,332.0,822.0,3.0,15.0,16.0,412.0,270.0,559.0,30.0,12.0,15.0,7.0,318.0,264.0,544.0,1048.0,9.0,0.0,396.0,392.0,662.0,17.0,16.0,12.0,716.0,652.0,15.0,12.0,671.0,27.0,6
355.0,417.0,760.0,916.0,629.0,11.0,14.0,328.0,192.0,565.0,1078.0,15.0,4.0,262.0,192.0,25.0,152.0,19.0,12.0,4.0,738.0,15.0,13.0,219.0,713.0,1043.0,892.0,25.0,38.0,10.0,221.0,674.0,752.0,1136.0,24.0,19.0,15.0,1.0,6.0,363.0,293.0,22.0,8.0,392.0,248.0,925.0,27.0,22.0,1.0,12.0,390.0,758.0,1000.0,875.0,21.0,15.0,1.0,393.0,335.0,630.0,918.0,18.0,24.0,18.0,261.0,843.0,957.0,739.0,889.0,2.0,237.0,757.0,14.0,17.0,15.0,261.0,301.0,575.0,14.0,0.0,0.0,8.0,285.0,315.0,606.0,1023.0,16.0,5.0,327.0,437.0,785.0,18.0,43.0,17.0,996.0,621.0,21.0,15.0,572.0,25.0,6
200.0,236.0,665.0,650.0,626.0,7.0,1.0,313.0,303.0,486.0,848.0,23.0,14.0,311.0,289.0,14.0,307.0,25.0,15.0,7.0,623.0,19.0,14.0,258.0,697.0,1058.0,600.0,25.0,7.0,15.0,320.0,635.0,486.0,908.0,6.0,25.0,22.0,17.0,15.0,362.0,342.0,19.0,10.0,451.0,287.0,633.0,31.0,18.0,17.0,9.0,333.0,663.0,987.0,725.0,11.0,20.0,8.0,254.0,254.0,509.0,901.0,10.0,26.0,0.0,192.0,748.0,701.0,672.0,609.0,7.0,390.0,740.0,10.0,15.0,6.0,322.0,274.0,510.0,24.0,18.0,15.0,11.0,274.0,266.0,551.0,966.0,2.0,10.0,386.0,352.0,593.0,10.0,20.0,10.0,714.0,624.0,17.0,10.0,655.0,23.0,6
245.0,133.0,669.0,725.0,624.0,10.0,8.0,396.0,278.0,558.0,979.0,26.0,11.0,380.0,438.0,12.0,414.0,22.0,8.0,8.0,719.0,24.0,9.0,333.0,704.0,1074.0,751.0,22.0,5.0,10.0,343.0,649.0,561.0,1047.0,19.0,30.0,22.0,14.0,12.0,445.0,243.0,15.0,7.0,392.0,236.0,724.0,26.0,13.0,14.0,18.0,418.0,631.0,997.0,776.0,26.0,22.0,11.0,301.0,299.0,497.0,917.0,25.0,25.0,3.0,197.0,716.0,780.0,688.0,750.0,12.0,395.0,756.0,15.0,16.0,11.0,387.0,319.0,608.0,27.0,15.0,12.0,6.0,373.0,319.0,617.0,982.0,19.0,9.0,381.0,419.0,656.0,25.0,20.0,3.0,793.0,622.0,12.0,15.0,653.0,26.0,6
288.0,248.0,894.0,666.0,624.0,8.0,6.0,359.0,405.0,571.0,785.0,32.0,13.0,253.0,285.0,15.0,349.0,23.0,12.0,14.0,826.0,32.0,13.0,206.0,683.0,1034.0,615.0,20.0,2.0,14.0,336.0,652.0,496.0,821.0,8.0,40.0,25.0,16.0,16.0,300.0,312.0,18.0,9.0,499.0,347.0,641.0,35.0,19.0,16.0,16.0,231.0,898.0,965.0,802.0,9.0,23.0,1.0,290.0,150.0,744.0,883.0,8.0,25.0,1.0,218.0,983.0,707.0,672.0,694.0,2.0,410.0,724.0,12.0,14.0,15.0,406.0,222.0,555.0,33.0,17.0,14.0,8.0,198.0,208.0,716.0,970.0,0.0,1.0,248.0,218.0,690.0,8.0,17.0,7.0,730.0,618.0,18.0,13.0,637.0,28.0,6
256.0,282.0,810.0,682.0,694.0,14.0,10.0,379.0,307.0,569.0,986.0,30.0,7.0,361.0,275.0,12.0,289.0,13.0,10.0,13.0,770.0,22.0,11.0,276.0,683.0,1028.0,724.0,18.0,9.0,8.0,310.0,614.0,526.0,1056.0,28.0,30.0,18.0,10.0,14.0,422.0,278.0,17.0,3.0,357.0,255.0,673.0,23.0,15.0,10.0,16.0,363.0,814.0,1001.0,715.0,17.0,20.0,6.0,300.0,214.0,666.0,917.0,16.0,27.0,7.0,210.0,899.0,731.0,736.0,747.0,7.0,390.0,770.0,20.0,18.0,18.0,372.0,204.0,561.0,31.0,11.0,14.0,13.0,328.0,200.0,706.0,1028.0,22.0,6.0,346.0,336.0,591.0,16.0,24.0,1.0,750.0,684.0,16.0,13.0,651.0,28.0,6
356.0,362.0,676.0,894.0,629.0,15.0,3.0,367.0,187.0,507.0,890.0,22.0,6.0,261.0,265.0,27.0,201.0,19.0,7.0,3.0,674.0,18.0,8.0,208.0,905.0,1109.0,750.0,26.0,40.0,13.0,344.0,656.0,726.0,938.0,12.0,16.0,17.0,9.0,13.0,342.0,236.0,24.0,2.0,543.0,203.0,899.0,33.0,19.0,9.0,11.0,259.0,668.0,1032.0,751.0,15.0,13.0,2.0,340.0,352.0,514.0,952.0,14.0,11.0,8.0,248.0,753.0,903.0,723.0,711.0,3.0,420.0,791.0,8.0,20.0,16.0,380.0,250.0,527.0,11.0,10.0,13.0,7.0,204.0,266.0,556.0,1017.0,6.0,12.0,232.0,470.0,683.0,14.0,41.0,8.0,970.0,621.0,22.0,8.0,640.0,16.0,6
312.0,464.0,928.0,903.0,702.0,12.0,15.0,201.0,277.0,785.0,1001.0,11.0,9.0,251.0,185.0,28.0,175.0,19.0,3.0,8.0,964.0,11.0,4.0,220.0,854.0,950.0,883.0,13.0,41.0,9.0,152.0,926.0,751.0,1043.0,34.0,3.0,18.0,14.0,9.0,264.0,344.0,25.0,9.0,225.0,331.0,878.0,9.0,26.0,2.0,3.0,357.0,888.0,921.0,774.0,33.0,12.0,7.0,254.0,322.0,746.0,869.0,34.0,14.0,19.0,356.0,973.0,882.0,830.0,838.0,8.0,326.0,770.0,34.0,29.0,9.0,184.0,276.0,677.0,10.0,13.0,9.0,16.0,296.0,278.0,852.0,1036.0,42.0,19.0,352.0,368.0,720.0,34.0,40.0,8.0,981.0,666.0,25.0,6.0,571.0,3.0,6
