age,race,gender,grade90,income96,partner,height,weight,famsize,genhealth,illegalact,charged,jobsnum90,afqt89,typejob90,jobtrain90,income96gt17
17.0,FRENCH,Female,12TH GRADE,3.768,No,507.0,145.0,4.0,Very Good,2.0,0.0,7.0,53.0,wholesale,Yes,1
19.0,GERMAN,Female,4TH YR COL,5.38,No,507.0,115.0,4.0,Excellent,0.0,0.0,8.0,97.0,pro,No,1
19.0,FRENCH,Male,12TH GRADE,5.72,No,602.0,175.0,8.0,Fair,1.0,0.0,11.0,15.0,construction,No,1
17.0,FRENCH,Female,1ST YR COL,1.55,Yes,500.0,120.0,4.0,Fair,0.0,0.0,12.0,84.0,personal,Yes,0
21.0,ENGLISH,Male,1ST YR COL,4.0,No,604.0,210.0,6.0,Very Good,1.0,0.0,6.0,84.0,manuf,No,1
16.0,GERMAN,Male,4TH YR COL,3.35,No,602.0,160.0,3.0,Excellent,0.0,0.0,18.0,99.0,pro,No,1
14.0,GERMAN,Male,12TH GRADE,2.9,No,508.0,140.0,5.0,Very Good,0.0,0.0,8.0,18.0,manuf,Yes,1
20.0,ENGLISH,Female,1ST YR COL,0.0,No,504.0,135.0,2.0,Good,0.0,0.0,6.0,70.0,busi,No,0
21.0,ENGLISH,Male,11TH GRADE,0.0,No,508.0,134.0,4.0,Excellent,0.0,0.0,3.0,37.0,retail,No,0
20.0,ENGLISH,Male,12TH GRADE,2.6,Yes,600.0,170.0,3.0,Good,0.0,1.0,20.0,76.0,construction,Yes,1
15.0,ENGLISH,Male,12TH GRADE,1.85,Yes,505.0,135.0,3.0,Very Good,3.0,1.0,6.0,17.0,wholesale,No,1
17.0,GERMAN,Male,5TH YR COL,3.6,No,507.0,170.0,4.0,Excellent,0.0,0.0,9.0,91.0,pro,No,1
17.0,GERMAN,Male,4TH YR COL,7.2,No,511.0,155.0,6.0,Excellent,1.0,0.0,12.0,90.0,busi,No,1
15.0,ENGLISH,Female,4TH YR COL,4.1,No,504.0,130.0,1.0,Very Good,0.0,0.0,5.0,64.0,pro,No,1
17.0,OTHER,Male,3RD YR COL,1.5,No,511.0,155.0,6.0,Excellent,0.0,0.0,8.0,59.0,pro,No,0
14.0,OTHER,Female,1ST YR COL,2.5,No,505.0,130.0,6.0,Excellent,0.0,0.0,6.0,37.0,fin,No,1
16.0,MEXICAN,Female,10TH GRADE,3.0,No,502.0,134.0,9.0,Good,0.0,0.0,3.0,4.0,wholesale,No,1
15.0,OTHER,Male,12TH GRADE,7.5,No,506.0,148.0,5.0,Good,1.0,0.0,7.0,85.0,pub,No,1
16.0,ENGLISH,Female,11TH GRADE,1.0,Yes,501.0,170.0,4.0,Good,1.0,1.0,11.0,54.0,retail,Yes,0
17.0,FRENCH,Female,3RD YR COL,2.7,No,503.0,115.0,4.0,Poor,0.0,0.0,9.0,82.0,fin,Yes,1
16.0,FRENCH,Female,6TH YR COL,6.8,No,501.0,110.0,5.0,Good,0.0,0.0,13.0,79.0,pro,No,1
19.0,FRENCH,Female,5TH YR COL,2.6,No,504.0,124.0,5.0,Good,0.0,0.0,11.0,91.0,enter,No,1
14.0,AMERICAN,Male,12TH GRADE,4.4,No,508.0,146.0,3.0,Good,1.0,0.0,11.0,36.0,enter,No,1
18.0,IRISH,Female,7TH YR COL,3.89,No,506.0,125.0,4.0,Very Good,0.0,0.0,14.0,99.0,pro,No,1
15.0,IRISH,Male,7TH YR COL,0.6,Yes,604.0,169.0,4.0,Good,0.0,0.0,20.0,90.0,enter,No,0
15.0,BLACK,Male,1ST YR COL,0.6,No,605.0,225.0,5.0,Fair,0.0,0.0,20.0,69.0,manuf,No,0
17.0,BLACK,Female,1ST YR COL,2.25,No,501.0,180.0,4.0,Good,0.0,0.0,4.0,12.0,pub,No,1
20.0,NATIVE-AMERICAN,Male,12TH GRADE,2.0,Yes,502.0,170.0,2.0,Good,0.0,0.0,17.0,53.0,construction,No,1
14.0,ENGLISH,Female,4TH YR COL,0.0,No,504.0,150.0,4.0,Very Good,0.0,0.0,14.0,99.0,busi,No,0
16.0,OTHER,Female,12TH GRADE,0.5164,No,504.0,128.0,3.0,Excellent,0.0,0.0,15.0,32.0,construction,No,0
21.0,ENGLISH,Female,2ND YR COL,0.0,No,505.0,105.0,4.0,Excellent,0.0,0.0,8.0,80.0,fin,Yes,0
14.0,ENGLISH,Male,3RD YR COL,3.0,No,510.0,158.0,3.0,Excellent,3.0,0.0,6.0,84.0,manuf,No,1
21.0,ENGLISH,Female,12TH GRADE,2.4,No,507.0,145.0,2.0,Good,0.0,1.0,5.0,45.0,pub,No,1
14.0,FILIPINO,Female,12TH GRADE,2.2,No,411.0,115.0,5.0,Good,0.0,0.0,3.0,22.0,retail,No,1
18.0,ENGLISH,Female,12TH GRADE,0.6,No,504.0,200.0,5.0,Good,0.0,0.0,4.0,29.0,pro,No,0
16.0,ENGLISH,Male,11TH GRADE,1.7,No,506.0,140.0,5.0,Good,0.0,1.0,8.0,13.0,busi,No,0
19.0,BLACK,Female,1ST YR COL,2.9,No,504.0,164.0,3.0,Fair,0.0,1.0,7.0,13.0,pro,No,1
16.0,GERMAN,Female,1ST YR COL,3.4,No,504.0,130.0,4.0,Very Good,0.0,0.0,14.0,56.0,retail,No,1
16.0,ENGLISH,Male,1ST YR COL,5.8,Yes,509.0,185.0,3.0,Good,4.0,1.0,12.0,35.0,transp,No,1
20.0,ENGLISH,Male,1ST YR COL,1.5,No,511.0,200.0,5.0,Excellent,3.0,1.0,12.0,72.0,construction,No,0
17.0,ENGLISH,Female,12TH GRADE,1.7,No,508.0,205.0,5.0,Fair,0.0,0.0,10.0,21.0,personal,Yes,0
16.0,ENGLISH,Male,1ST YR COL,0.0,No,600.0,180.0,5.0,Very Good,0.0,0.0,11.0,53.0,retail,No,0
15.0,FRENCH,Male,8TH YR COL OR MORE,8.2,No,509.0,160.0,4.0,Very Good,0.0,0.0,9.0,89.0,pro,No,1
18.0,ENGLISH,Female,12TH GRADE,2.4,No,503.0,130.0,3.0,Fair,0.0,0.0,16.0,69.0,pro,No,1
17.0,ENGLISH,Female,10TH GRADE,0.25,No,505.0,115.0,3.0,Good,0.0,1.0,7.0,13.0,busi,No,0
21.0,ENGLISH,Female,1ST YR COL,1.1,No,502.0,112.0,2.0,Good,0.0,0.0,7.0,17.0,pro,Yes,0
21.0,ENGLISH,Female,1ST YR COL,0.0,No,505.0,125.0,1.0,Very Good,0.0,0.0,4.0,80.0,retail,No,0
18.0,BLACK,Male,4TH YR COL,7.4,Yes,600.0,163.0,4.0,Very Good,0.0,0.0,3.0,91.0,manuf,No,1
15.0,GERMAN,Female,12TH GRADE,4.2,No,506.0,120.0,5.0,Very Good,0.0,0.0,9.0,59.0,busi,No,1
15.0,GERMAN,Female,1ST YR COL,3.65,No,505.0,115.0,5.0,Very Good,0.0,0.0,3.0,86.0,retail,No,1
18.0,GERMAN,Male,12TH GRADE,13.8775,No,600.0,172.0,2.0,Excellent,3.0,1.0,8.0,9.0,transp,No,1
21.0,FILIPINO,Female,1ST YR COL,3.87,No,504.0,128.0,4.0,Excellent,0.0,0.0,18.0,74.0,transp,Yes,1
20.0,FILIPINO,Female,3RD YR COL,0.0,No,508.0,123.0,4.0,Excellent,0.0,0.0,6.0,78.0,enter,No,0
18.0,FILIPINO,Female,12TH GRADE,3.6,Yes,504.0,117.0,4.0,Good,0.0,0.0,6.0,64.0,wholesale,No,1
20.0,GERMAN,Female,12TH GRADE,2.7,No,509.0,170.0,2.0,Very Good,0.0,0.0,10.0,66.0,manuf,No,1
17.0,BLACK,Male,1ST YR COL,0.0,No,511.0,215.0,5.0,Good,0.0,1.0,11.0,24.0,construction,No,0
15.0,BLACK,Male,12TH GRADE,2.7,No,509.0,210.0,5.0,Excellent,0.0,0.0,4.0,45.0,manuf,No,1
14.0,BLACK,Female,2ND YR COL,2.5,No,507.0,150.0,5.0,Good,0.0,0.0,11.0,35.0,busi,No,1
16.0,ITALIAN,Male,2ND YR COL,1.2,No,508.0,158.0,5.0,Excellent,0.0,0.0,5.0,19.0,retail,No,0
14.0,ITALIAN,Male,8TH GRADE,3.257,Yes,501.0,160.0,5.0,Very Good,2.0,1.0,7.0,18.0,construction,No,1
16.0,ENGLISH,Female,2ND YR COL,2.5,No,502.0,130.0,2.0,Very Good,0.0,0.0,9.0,18.0,pro,No,1
21.0,ENGLISH,Male,4TH YR COL,5.4,No,604.0,250.0,1.0,Fair,5.0,0.0,7.0,73.0,retail,No,1
19.0,ITALIAN,Male,2ND YR COL,7.5,No,602.0,190.0,1.0,Excellent,0.0,0.0,9.0,80.0,retail,No,1
20.0,MEXICAN-AMERICAN,Male,2ND YR COL,2.0,No,507.0,170.0,1.0,Fair,0.0,1.0,12.0,79.0,fin,No,1
18.0,GERMAN,Male,4TH YR COL,6.5,No,603.0,200.0,5.0,Very Good,0.0,0.0,8.0,38.0,manuf,No,1
14.0,GERMAN,Male,1ST YR COL,1.4,No,601.0,180.0,5.0,Good,1.0,0.0,5.0,23.0,pub,No,0
16.0,GERMAN,Male,12TH GRADE,4.3,No,600.0,180.0,2.0,Excellent,0.0,0.0,10.0,41.0,construction,No,1
21.0,GERMAN,Male,12TH GRADE,1.5,Yes,511.0,250.0,5.0,Good,0.0,0.0,11.0,58.0,manuf,No,0
15.0,GERMAN,Female,11TH GRADE,0.0,No,502.0,130.0,4.0,Poor,0.0,0.0,14.0,57.0,pro,Yes,0
16.0,MEXICAN-AMERICAN,Male,12TH GRADE,13.8775,No,507.0,140.0,5.0,Very Good,1.0,0.0,6.0,50.0,pro,No,1
18.0,ENGLISH,Female,12TH GRADE,3.2,No,505.0,125.0,3.0,Excellent,0.0,0.0,7.0,57.0,pub,No,1
21.0,ENGLISH,Female,2ND YR COL,0.0,No,507.0,122.0,2.0,Very Good,0.0,0.0,8.0,80.0,wholesale,No,0
18.0,ENGLISH,Male,4TH YR COL,5.3,No,509.0,165.0,3.0,Very Good,0.0,0.0,4.0,73.0,manuf,Yes,1
20.0,MEXICAN,Male,4TH YR COL,6.7,No,509.0,150.0,6.0,Excellent,0.0,0.0,1.0,81.0,wholesale,Yes,1
21.0,FRENCH,Female,12TH GRADE,0.13,No,505.0,160.0,4.0,Good,0.0,0.0,5.0,72.0,transp,No,0
20.0,AMERICAN,Male,2ND YR COL,2.9,Yes,511.0,170.0,4.0,Very Good,1.0,1.0,5.0,99.0,pub,Yes,1
21.0,GERMAN,Female,12TH GRADE,4.0,No,507.0,160.0,3.0,Good,0.0,0.0,4.0,59.0,retail,No,1
18.0,GERMAN,Female,3RD YR COL,1.5,No,502.0,105.0,3.0,Very Good,0.0,0.0,13.0,66.0,pro,No,0
17.0,GERMAN,Male,4TH YR COL,3.614,No,509.0,150.0,3.0,Very Good,0.0,0.0,9.0,26.0,enter,Yes,1
16.0,NATIVE-AMERICAN,Male,12TH GRADE,2.2,No,503.0,120.0,5.0,Excellent,0.0,0.0,16.0,4.0,fin,No,1
15.0,NATIVE-AMERICAN,Female,12TH GRADE,1.5,No,500.0,115.0,5.0,Excellent,0.0,0.0,8.0,13.0,construction,No,0
14.0,NATIVE-AMERICAN,Female,12TH GRADE,0.7768,No,411.0,125.0,5.0,Good,2.0,0.0,11.0,4.0,pro,No,0
15.0,GERMAN,Male,4TH YR COL,13.8775,No,507.0,145.0,3.0,Very Good,0.0,0.0,6.0,84.0,busi,No,1
19.0,NATIVE-AMERICAN,Male,12TH GRADE,1.5,Yes,600.0,175.0,6.0,Good,0.0,0.0,17.0,40.0,construction,No,0
20.0,ENGLISH,Female,2ND YR COL,1.1,No,501.0,192.0,1.0,Good,0.0,0.0,8.0,71.0,personal,No,0
15.0,ENGLISH,Female,12TH GRADE,0.0,No,501.0,164.0,4.0,Good,0.0,0.0,12.0,45.0,pro,No,0
17.0,GERMAN,Male,12TH GRADE,4.8,No,510.0,201.0,3.0,Excellent,2.0,0.0,14.0,40.0,construction,No,1
15.0,ENGLISH,Female,12TH GRADE,2.5,No,503.0,143.0,4.0,Very Good,0.0,0.0,8.0,30.0,pro,No,1
17.0,AMERICAN,Male,12TH GRADE,5.6,No,510.0,170.0,3.0,Excellent,0.0,0.0,11.0,74.0,busi,No,1
18.0,ENGLISH,Male,12TH GRADE,3.8,No,510.0,197.0,7.0,Very Good,4.0,0.0,3.0,66.0,retail,No,1
20.0,ENGLISH,Female,1ST YR COL,1.185,No,507.0,125.0,6.0,Excellent,0.0,0.0,7.0,59.0,pro,No,0
15.0,FRENCH,Male,12TH GRADE,2.9,No,602.0,180.0,6.0,Excellent,2.0,0.0,7.0,41.0,busi,No,1
19.0,FRENCH,Male,1ST YR COL,0.0,No,510.0,180.0,4.0,Very Good,0.0,0.0,12.0,33.0,retail,No,0
17.0,FRENCH,Male,12TH GRADE,1.0,No,601.0,215.0,4.0,Good,2.0,1.0,7.0,74.0,construction,No,0
19.0,ENGLISH,Female,12TH GRADE,0.9,No,509.0,160.0,1.0,Very Good,0.0,0.0,9.0,57.0,enter,No,0
18.0,NATIVE-AMERICAN,Female,12TH GRADE,1.2,No,505.0,112.0,13.0,Poor,1.0,0.0,4.0,7.0,agri,No,0
16.0,ENGLISH,Female,1ST YR COL,0.0,No,506.0,120.0,13.0,Very Good,0.0,1.0,1.0,47.0,construction,No,0
14.0,NATIVE-AMERICAN,Male,12TH GRADE,1.35,No,501.0,125.0,13.0,Very Good,0.0,0.0,5.0,68.0,fin,No,0
14.0,ENGLISH,Male,12TH GRADE,3.6,No,600.0,155.0,5.0,Very Good,0.0,0.0,12.0,82.0,busi,Yes,1
19.0,ENGLISH,Female,12TH GRADE,1.25,No,506.0,145.0,1.0,Excellent,0.0,0.0,7.0,39.0,personal,No,0
21.0,FRENCH,Female,1ST YR COL,0.0,No,506.0,270.0,4.0,Good,0.0,0.0,1.0,47.0,pro,No,0
19.0,ENGLISH,Female,12TH GRADE,0.52,No,507.0,180.0,1.0,Good,0.0,0.0,5.0,34.0,enter,No,0
17.0,FRENCH,Male,12TH GRADE,3.0,No,511.0,179.0,4.0,Very Good,0.0,0.0,17.0,41.0,construction,No,1
19.0,ENGLISH,Female,2ND YR COL,2.1,No,506.0,125.0,6.0,Excellent,0.0,0.0,4.0,56.0,transp,No,1
15.0,GERMAN,Female,12TH GRADE,2.2,No,507.0,130.0,2.0,Very Good,0.0,0.0,6.0,39.0,pro,No,1
20.0,IRISH,Male,4TH YR COL,6.0,No,510.0,155.0,1.0,Excellent,0.0,1.0,14.0,88.0,mining,Yes,1
20.0,ENGLISH,Male,5TH YR COL,3.6,No,600.0,175.0,1.0,Very Good,2.0,0.0,13.0,68.0,construction,No,1
18.0,IRISH,Male,8TH YR COL OR MORE,13.8775,No,601.0,172.0,1.0,Very Good,2.0,0.0,9.0,91.0,manuf,No,1
20.0,ENGLISH,Male,12TH GRADE,1.0,No,510.0,135.0,1.0,Good,0.0,1.0,17.0,74.0,retail,No,0
15.0,ENGLISH,Female,2ND YR COL,0.0,No,502.0,148.0,5.0,Very Good,0.0,0.0,10.0,62.0,pro,No,0
15.0,ENGLISH,Female,4TH YR COL,1.2,No,501.0,115.0,3.0,Excellent,0.0,0.0,7.0,85.0,pro,No,0
18.0,ENGLISH,Female,11TH GRADE,0.56,Yes,504.0,127.0,3.0,Good,0.0,0.0,5.0,11.0,personal,No,0
17.0,ENGLISH,Male,12TH GRADE,4.8,No,506.0,175.0,4.0,Good,0.0,0.0,12.0,66.0,fin,No,1
14.0,AMERICAN,Male,12TH GRADE,2.0,No,501.0,150.0,4.0,Good,0.0,0.0,7.0,11.0,wholesale,No,1
21.0,ENGLISH,Female,3RD YR COL,1.5,No,504.0,155.0,1.0,Excellent,0.0,0.0,6.0,82.0,retail,No,0
21.0,ENGLISH,Female,8TH YR COL OR MORE,8.6,Yes,506.0,128.0,1.0,Excellent,0.0,0.0,12.0,72.0,pro,Yes,1
21.0,HAWAIIAN,Female,2ND YR COL,2.4,No,506.0,145.0,1.0,Excellent,0.0,0.0,9.0,52.0,busi,No,1
19.0,GERMAN,Female,12TH GRADE,0.32,No,508.0,170.0,1.0,Very Good,0.0,0.0,5.0,44.0,busi,No,0
14.0,ENGLISH,Female,4TH YR COL,1.5,No,506.0,125.0,5.0,Excellent,0.0,0.0,7.0,50.0,retail,No,0
19.0,GERMAN,Male,1ST YR COL,4.3,No,600.0,170.0,6.0,Very Good,1.0,0.0,10.0,39.0,construction,No,1
18.0,ENGLISH,Male,5TH YR COL,5.5,No,601.0,255.0,6.0,Very Good,2.0,0.0,13.0,59.0,busi,No,1
16.0,GERMAN,Male,2ND YR COL,4.5,No,511.0,165.0,6.0,Good,4.0,0.0,18.0,91.0,busi,No,1
18.0,RUSSIAN,Male,2ND YR COL,5.1,No,504.0,150.0,3.0,Very Good,0.0,0.0,8.0,41.0,personal,No,1
14.0,NATIVE-AMERICAN,Female,12TH GRADE,1.4,No,504.0,120.0,3.0,Fair,0.0,0.0,8.0,53.0,retail,No,0
15.0,ENGLISH,Male,1ST YR COL,6.0,Yes,602.0,180.0,5.0,Very Good,0.0,0.0,7.0,49.0,transp,Yes,1
14.0,GERMAN,Male,3RD YR COL,3.4,No,508.0,160.0,4.0,Very Good,0.0,1.0,10.0,69.0,pro,No,1
17.0,GERMAN,Female,4TH YR COL,1.7,No,504.0,135.0,4.0,Excellent,0.0,0.0,8.0,68.0,pro,No,0
14.0,FRENCH,Female,1ST YR COL,1.7,No,507.0,120.0,4.0,Excellent,0.0,0.0,5.0,31.0,pro,No,0
18.0,GERMAN,Male,4TH YR COL,0.0,No,508.0,145.0,4.0,Very Good,0.0,0.0,8.0,97.0,manuf,No,0
14.0,IRISH,Male,1ST YR COL,1.0,No,601.0,170.0,3.0,Very Good,4.0,1.0,20.0,38.0,pro,No,0
15.0,GERMAN,Female,2ND YR COL,0.0,Yes,504.0,124.0,6.0,Excellent,3.0,0.0,7.0,43.0,pro,Yes,0
19.0,GERMAN,Female,12TH GRADE,0.0,No,504.0,130.0,4.0,Very Good,0.0,0.0,11.0,55.0,agri,No,0
15.0,IRISH,Female,4TH YR COL,0.0,No,507.0,143.0,7.0,Very Good,0.0,0.0,12.0,99.0,manuf,No,0
17.0,ENGLISH,Female,12TH GRADE,1.0,No,502.0,110.0,7.0,Excellent,0.0,1.0,12.0,15.0,personal,No,0
18.0,ENGLISH,Female,6TH YR COL,0.0072,No,504.0,120.0,7.0,Good,0.0,0.0,13.0,69.0,pro,No,0
21.0,GERMAN,Female,2ND YR COL,0.0,No,503.0,122.0,5.0,Excellent,0.0,0.0,10.0,84.0,pro,No,0
18.0,GERMAN,Male,4TH YR COL,13.8775,No,600.0,180.0,5.0,Excellent,0.0,0.0,7.0,74.0,manuf,No,1
14.0,ITALIAN,Male,2ND YR COL,0.0,No,511.0,160.0,5.0,Good,0.0,0.0,6.0,17.0,busi,No,0
16.0,ENGLISH,Female,12TH GRADE,0.0,No,508.0,125.0,5.0,Good,1.0,0.0,9.0,18.0,manuf,No,0
21.0,FRENCH,Male,12TH GRADE,0.0,No,506.0,195.0,5.0,Very Good,0.0,0.0,9.0,3.0,agri,No,0
19.0,POLISH,Female,1ST YR COL,3.4,No,502.0,100.0,5.0,Excellent,0.0,0.0,8.0,47.0,fin,Yes,1
17.0,POLISH,Male,12TH GRADE,0.0,No,511.0,176.0,5.0,Very Good,4.0,0.0,5.0,84.0,manuf,No,0
14.0,GERMAN,Female,12TH GRADE,0.0,No,504.0,140.0,7.0,Good,0.0,0.0,14.0,15.0,retail,No,0
18.0,IRISH,Male,12TH GRADE,1.8,No,509.0,155.0,4.0,Very Good,1.0,1.0,17.0,61.0,busi,No,1
21.0,FRENCH,Female,6TH YR COL,2.6,No,506.0,130.0,1.0,Very Good,0.0,0.0,9.0,72.0,pro,No,1
21.0,GERMAN,Female,1ST YR COL,0.8,No,504.0,120.0,1.0,Excellent,0.0,0.0,8.0,62.0,pro,No,0
20.0,GERMAN,Female,5TH YR COL,4.5,No,511.0,170.0,4.0,Excellent,0.0,0.0,11.0,87.0,construction,No,1
16.0,NATIVE-AMERICAN,Male,1ST YR COL,4.5,No,511.0,174.0,4.0,Excellent,0.0,0.0,10.0,73.0,pub,No,1
19.0,ENGLISH,Male,4TH YR COL,13.8775,No,603.0,190.0,4.0,Excellent,0.0,0.0,9.0,93.0,manuf,No,1
15.0,GERMAN,Female,5TH YR COL,2.0,No,505.0,135.0,6.0,Very Good,0.0,0.0,16.0,89.0,manuf,No,1
19.0,AMERICAN,Female,3RD YR COL,2.5,No,504.0,120.0,4.0,Good,0.0,0.0,13.0,68.0,busi,No,1
21.0,BLACK,Male,4TH YR COL,5.5,No,601.0,205.0,3.0,Very Good,0.0,0.0,8.0,96.0,busi,No,1
15.0,GERMAN,Male,4TH YR COL,0.0,No,511.0,195.0,4.0,Very Good,0.0,0.0,8.0,70.0,fin,No,0
18.0,GERMAN,Male,2ND YR COL,5.3,No,507.0,150.0,5.0,Excellent,0.0,0.0,15.0,64.0,wholesale,Yes,1
19.0,OTHER,Female,4TH YR COL,0.0,No,502.0,136.0,5.0,Very Good,0.0,0.0,10.0,79.0,manuf,No,0
19.0,IRISH,Male,12TH GRADE,13.8775,No,509.0,180.0,5.0,Fair,1.0,0.0,2.0,62.0,busi,No,1
15.0,IRISH,Male,2ND YR COL,4.2,Yes,510.0,168.0,5.0,Excellent,0.0,0.0,7.0,80.0,enter,No,1
19.0,ITALIAN,Male,2ND YR COL,1.5,No,507.0,165.0,5.0,Excellent,5.0,0.0,37.0,61.0,agri,No,0
17.0,FRENCH,Female,4TH YR COL,13.8775,No,411.0,98.0,5.0,Very Good,2.0,0.0,3.0,68.0,retail,No,1
16.0,ITALIAN,Female,1ST YR COL,0.0,No,503.0,120.0,5.0,Very Good,0.0,0.0,19.0,80.0,pro,Yes,0
14.0,ITALIAN,Male,12TH GRADE,7.2,No,511.0,150.0,5.0,Very Good,2.0,0.0,6.0,58.0,retail,Yes,1
22.0,BLACK,Male,12TH GRADE,1.6,No,508.0,195.0,10.0,Very Good,0.0,0.0,2.0,15.0,personal,No,0
18.0,BLACK,Female,12TH GRADE,4.2,Yes,504.0,147.0,10.0,Very Good,0.0,0.0,13.0,17.0,manuf,No,1
15.0,GERMAN,Female,12TH GRADE,0.0,No,506.0,150.0,4.0,Good,0.0,0.0,7.0,52.0,personal,No,0
19.0,ENGLISH,Male,12TH GRADE,0.0,No,600.0,230.0,5.0,Very Good,0.0,0.0,8.0,5.0,manuf,No,0
22.0,ENGLISH,Male,12TH GRADE,4.5,No,511.0,170.0,3.0,Very Good,0.0,0.0,2.0,55.0,transp,No,1
18.0,AMERICAN,Male,12TH GRADE,2.3,No,509.0,165.0,4.0,Very Good,0.0,0.0,10.0,36.0,retail,No,1
20.0,ENGLISH,Female,12TH GRADE,0.79,No,500.0,145.0,7.0,Fair,0.0,0.0,16.0,11.0,busi,No,0
21.0,GERMAN,Female,4TH YR COL,2.4,Yes,509.0,105.0,5.0,Good,0.0,0.0,6.0,33.0,pro,No,1
20.0,ENGLISH,Male,2ND YR COL,0.9,No,511.0,167.0,3.0,Very Good,0.0,0.0,3.0,57.0,pro,No,0
15.0,ENGLISH,Female,11TH GRADE,0.55,No,504.0,180.0,4.0,Good,0.0,0.0,5.0,39.0,pro,Yes,0
19.0,ENGLISH,Male,11TH GRADE,0.0,Yes,600.0,220.0,4.0,Very Good,1.0,1.0,8.0,17.0,construction,No,0
16.0,ENGLISH,Male,12TH GRADE,1.55,No,602.0,270.0,4.0,Very Good,0.0,0.0,3.0,20.0,pro,No,0
19.0,ENGLISH,Female,11TH GRADE,1.1,No,507.0,124.0,3.0,Good,0.0,0.0,3.0,11.0,retail,Yes,0
19.0,ENGLISH,Male,4TH YR COL,4.0,No,509.0,190.0,4.0,Very Good,0.0,0.0,6.0,61.0,transp,No,1
21.0,GERMAN,Male,12TH GRADE,3.44,No,600.0,180.0,3.0,Very Good,0.0,0.0,5.0,64.0,transp,No,1
14.0,ENGLISH,Male,12TH GRADE,0.98,No,600.0,135.0,3.0,Good,0.0,0.0,4.0,30.0,agri,No,0
19.0,ENGLISH,Female,4TH YR COL,1.3,No,505.0,120.0,3.0,Excellent,0.0,0.0,2.0,99.0,transp,Yes,0
16.0,GERMAN,Female,12TH GRADE,0.06,No,505.0,110.0,5.0,Very Good,0.0,0.0,6.0,29.0,personal,No,0
15.0,GERMAN,Male,12TH GRADE,0.67,No,504.0,145.0,5.0,Good,0.0,0.0,6.0,11.0,busi,Yes,0
18.0,GERMAN,Female,9TH GRADE,1.2,No,506.0,108.0,2.0,Good,3.0,0.0,8.0,43.0,manuf,No,0
15.0,ENGLISH,Male,12TH GRADE,1.85,No,511.0,160.0,3.0,Good,0.0,0.0,17.0,57.0,manuf,No,1
19.0,ENGLISH,Female,6TH YR COL,4.95,No,509.0,155.0,1.0,Excellent,0.0,0.0,14.0,81.0,pro,No,1
16.0,FRENCH,Male,12TH GRADE,4.5,No,507.0,165.0,6.0,Fair,0.0,0.0,5.0,46.0,manuf,No,1
15.0,GERMAN,Male,5TH YR COL,8.3,No,510.0,170.0,4.0,Excellent,0.0,0.0,6.0,99.0,manuf,No,1
20.0,GERMAN,Male,12TH GRADE,2.4,No,509.0,160.0,3.0,Good,0.0,0.0,3.0,52.0,manuf,No,1
15.0,ENGLISH,Male,4TH YR COL,2.5,No,601.0,178.0,4.0,Very Good,0.0,0.0,9.0,93.0,busi,No,1
17.0,GERMAN,Female,12TH GRADE,0.8,No,507.0,130.0,4.0,Excellent,1.0,0.0,13.0,31.0,retail,No,0
21.0,FRENCH,Female,2ND YR COL,3.0,No,506.0,110.0,4.0,Very Good,0.0,0.0,5.0,42.0,pro,No,1
18.0,NATIVE-AMERICAN,Male,11TH GRADE,5.3,Yes,601.0,170.0,4.0,Fair,3.0,0.0,6.0,34.0,manuf,No,1
15.0,ENGLISH,Male,12TH GRADE,2.5,No,601.0,180.0,4.0,Good,0.0,0.0,6.0,62.0,retail,Yes,1
20.0,ENGLISH,Male,5TH YR COL,3.2,No,600.0,165.0,2.0,Very Good,0.0,0.0,4.0,99.0,transp,No,1
15.0,ENGLISH,Male,12TH GRADE,2.5,No,601.0,145.0,3.0,Very Good,0.0,1.0,6.0,48.0,manuf,No,1
21.0,ENGLISH,Female,12TH GRADE,0.3,No,504.0,137.0,2.0,Very Good,0.0,0.0,3.0,49.0,busi,No,0
21.0,GERMAN,Female,12TH GRADE,0.0,No,502.0,102.0,1.0,Excellent,0.0,0.0,8.0,46.0,busi,No,0
16.0,ENGLISH,Male,12TH GRADE,3.6,No,600.0,185.0,7.0,Good,0.0,0.0,4.0,13.0,wholesale,Yes,1
18.0,ENGLISH,Female,12TH GRADE,1.5802,No,504.0,130.0,5.0,Good,0.0,0.0,12.0,30.0,retail,No,0
15.0,GERMAN,Female,12TH GRADE,2.5,No,502.0,129.0,4.0,Good,0.0,0.0,11.0,18.0,manuf,No,1
19.0,FRENCH,Female,12TH GRADE,1.2,No,506.0,155.0,3.0,Very Good,0.0,0.0,3.0,30.0,wholesale,No,0
20.0,FRENCH,Male,9TH GRADE,0.0444,No,600.0,210.0,2.0,Very Good,0.0,1.0,13.0,12.0,retail,No,0
19.0,GERMAN,Female,10TH GRADE,0.26,No,502.0,119.0,2.0,Fair,0.0,0.0,8.0,16.0,manuf,No,0
18.0,GERMAN,Female,12TH GRADE,2.3,No,507.0,130.0,9.0,Fair,0.0,0.0,14.0,21.0,manuf,No,1
16.0,GERMAN,Female,12TH GRADE,1.5,No,507.0,150.0,9.0,Good,0.0,0.0,2.0,51.0,retail,Yes,0
18.0,GERMAN,Female,11TH GRADE,2.0,No,503.0,120.0,2.0,Good,0.0,0.0,10.0,12.0,manuf,No,1
