AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region,month,day
1.02,33526480.08,12569277.14,14245598.38,1129771.19,5581833.37,4363707.93,1184888.95,33236.49,conventional,2015,TotalUS,9,6
1.67,1779831.36,741758.67,385402.67,94134.88,558535.14,509468.27,15849.71,33217.16,conventional,2017,LosAngeles,10,15
0.72,5483207.89,2789696.38,1116482.22,15771.64,1561257.65,1144739.27,383503.55,33014.83,conventional,2016,SouthCentral,12,18
0.95,4922621.54,1575318.71,1774200.38,90983.73,1482118.72,1313839.11,135367.97,32911.64,conventional,2016,California,12,18
1.74,1969051.97,898753.94,359807.34,94971.16,615519.53,568315.4,14394.75,32809.38,conventional,2017,LosAngeles,9,10
1.66,2117126.8,1096036.21,344686.36,105558.18,570846.05,523454.36,14650.86,32740.83,conventional,2017,LosAngeles,8,27
1.77,3870633.16,1288266.68,1608863.15,120405.29,853098.04,794746.4,25612.08,32739.56,conventional,2017,California,10,1
1.04,2968139.47,441199.94,1373509.11,360264.17,793166.25,494820.07,265657.44,32688.74,conventional,2016,GreatLakes,4,3
1.39,3899040.66,1397559.4,1129206.16,82276.22,1289998.88,1201528.54,55799.76,32670.58,conventional,2016,California,10,23
1.17,3095673.83,590854.99,1468309.1,204710.19,831799.55,740396.18,58981.95,32421.42,conventional,2016,Midsouth,6,26
1.74,3937000.67,1383479.62,1575761.37,119703.21,858056.47,801572.79,24211.83,32271.85,conventional,2017,California,9,24
0.98,6700986.44,2522305.33,2097509.45,341992.36,1739179.3,1546212.08,160781.09,32186.13,conventional,2016,California,5,29
1.72,4167531.38,1571529.56,1556655.98,128019.39,911326.45,860705.01,18473.03,32148.41,conventional,2017,California,9,17
1.61,2707005.49,1511637.28,383131.2,4113.88,808123.13,537849.67,238131.35,32142.11,conventional,2017,Southeast,9,10
0.96,25114228.11,8571849.8,10389879.59,804662.83,5347835.89,4178583.45,1137229.84,32022.6,conventional,2015,TotalUS,11,22
0.82,2935077.5,980146.15,477454.27,70872.57,1406604.51,1341305.37,33291.9,32007.24,conventional,2017,LosAngeles,2,26
1.06,2826836.07,961494.69,562612.83,70783.66,1231944.89,1135205.94,64811.85,31927.1,conventional,2016,LosAngeles,7,31
1.07,30894157.8,13833715.28,10867403.08,889732.2,5303307.24,4584203.44,687179.4,31924.4,conventional,2015,TotalUS,4,26
0.83,540315.74,133389.93,105832.88,79598.84,221494.09,186675.1,3009.89,31809.1,conventional,2017,Detroit,2,26
1.14,5391717.88,3160480.49,682416.13,6155.92,1542665.34,866807.14,644104.72,31753.48,conventional,2017,Southeast,5,7
1.28,4840949.87,190136.57,3188127.73,118844.6,1343840.97,1233605.4,78613.54,31622.03,conventional,2016,Northeast,6,26
0.96,6549043.84,3495036.65,1267551.42,27015.73,1759440.04,1322192.06,405650.84,31597.14,conventional,2017,SouthCentral,5,28
1.52,4132666.26,227866.95,2801740,14589.95,1088469.36,891867.29,165243.16,31358.91,conventional,2017,Northeast,8,6
1.49,1968638.86,924450.62,360936.46,84635.32,598616.46,551747.52,15614.96,31253.98,conventional,2017,LosAngeles,10,22
1.15,3122351.17,677443.53,1422914,229464.95,792528.69,711257.87,50027.88,31242.94,conventional,2016,Midsouth,6,12
1.07,6538335.89,2200099.61,2538994.07,218247.48,1580994.73,1476927.5,73032.78,31034.45,conventional,2016,California,8,14
0.96,3386951.48,502690.77,1784879.1,352376.13,747005.48,499432.73,216563.12,31009.63,conventional,2016,GreatLakes,2,14
1.68,3417507.87,233399.64,2072428.62,7950.27,1103729.34,912290.33,160575.78,30863.23,conventional,2017,Northeast,8,20
0.75,922355.67,382444.22,278067.11,127372.19,134472.15,72198.16,31520.66,30753.33,conventional,2015,Houston,12,20
1.06,2589309.14,999948.52,457932.5,55346.12,1076082,1008961.12,36400.02,30720.86,conventional,2016,LosAngeles,9,18
1.34,4599028.54,201927.9,2903948.28,135414.25,1357738.11,1246079.71,80946.35,30712.05,conventional,2016,Northeast,6,12
0.89,1350870.14,609482.85,273911.29,95675.27,371800.73,324924.98,16194.53,30681.22,conventional,2016,DallasFtWorth,7,3
0.97,447346.61,96173.74,116000.57,132061.08,103111.22,66168.66,6262.89,30679.67,conventional,2016,Detroit,4,17
1.1,2671535.94,383559.81,1460066.36,331096.84,496812.93,335249.25,130933.76,30629.92,conventional,2015,GreatLakes,10,25
1.05,33254911.87,13003371.07,13926692.62,1014520.88,5310327.3,4391461.66,888237.91,30627.73,conventional,2015,TotalUS,8,9
0.99,22617999.38,8094803.56,9003178.41,731008.41,4789009,3901953.04,856560.34,30495.62,conventional,2015,TotalUS,11,29
0.97,441920.14,79240.24,86747.64,154833,121099.26,47041.48,43570.47,30487.31,conventional,2016,Detroit,3,6
1.4,4506892.62,184730.86,2920243.12,132512.61,1269406.03,1164066.13,74863.78,30476.12,conventional,2016,Northeast,6,19
0.9,6501981.08,2238875.14,2178820.82,329737.94,1754547.18,1594507.01,129666.02,30374.15,conventional,2016,California,5,22
0.78,944506.54,389773.22,288003.62,126150.81,140578.89,73711.94,36493.62,30373.33,conventional,2015,Houston,12,27
1.06,6528056.18,2409003,2045112.18,319711.53,1754229.47,1622056.72,101882.82,30289.93,conventional,2016,California,6,19
0.99,6696300.05,2683109.8,1878139.55,133979.15,2001071.55,1924479.53,46601.83,29990.19,conventional,2016,California,8,28
1.8,1711267.24,753730.08,343707.72,91288.33,522541.11,475271.7,17349.06,29920.35,conventional,2017,LosAngeles,10,8
1.21,4185900.67,1508446.52,1313000.92,81897.44,1282555.79,1202939.23,49696.87,29919.69,conventional,2016,California,11,27
1.49,4323440.02,235128.9,2842288.75,13705.7,1232316.67,1008008.74,194459.03,29848.9,conventional,2017,Northeast,8,13
1.09,2850377.2,1085428.83,843048.34,81784.71,840115.32,794198.46,16098.25,29818.61,conventional,2017,LosAngeles,10,29
1.46,4222039.27,235858.72,2896879.68,22482.01,1066818.86,887134.17,149980.19,29704.5,conventional,2017,Northeast,7,23
0.98,5062952.53,1916640.11,1449671.84,86152.75,1610487.83,1553052.29,27829.79,29605.75,conventional,2016,California,12,4
1.34,2886538.37,613826.71,1240751.66,26154.28,1005805.72,861274.69,114928.95,29602.08,conventional,2017,Midsouth,7,23
1.05,3925300.14,583307.07,1952011.72,280608.56,1109372.79,868963.09,210973.46,29436.24,conventional,2016,GreatLakes,5,29
1.08,464413.57,72595.4,90296.46,53864.5,247657.21,185976.63,32253.35,29427.23,conventional,2018,Detroit,2,25
1.77,1697028.59,725653.31,335816.39,78098.02,557460.87,510568.78,17512.89,29379.2,conventional,2017,LosAngeles,10,1
1.09,3753201.03,787079.55,1939235.3,406338.23,620547.95,481046.82,110126.4,29374.73,conventional,2015,GreatLakes,5,17
1.68,3395058.42,1111431.87,1333386.69,120964.4,829275.46,763934.88,35997.83,29342.75,conventional,2016,California,11,6
1.75,1760610.46,768658.64,337637.65,79407.42,574906.75,529354.38,16258.82,29293.55,conventional,2017,LosAngeles,9,24
0.84,2641775.31,794840.17,669585.49,65359.34,1111990.31,1032762.48,49937.35,29290.48,conventional,2016,LosAngeles,12,25
1.03,33091256.26,14251319.31,12277858.78,1016631.26,5545446.91,4696224.79,819935.17,29286.95,conventional,2015,TotalUS,4,19
1.73,1865690.48,837463.16,357662.06,84556.11,586009.15,543636.79,13163.62,29208.74,conventional,2017,LosAngeles,9,17
1.03,2879218.13,1050808.07,605409.39,73825.64,1149175.03,1066852.22,53237.75,29085.06,conventional,2016,LosAngeles,8,14
0.6,4230448.98,1439453.61,741369.62,67607.57,1982018.18,1923042.64,29993.97,28981.57,conventional,2017,LosAngeles,1,29
1.03,6407277.49,2333532.13,1967324.63,328206.37,1778214.36,1641400.92,107903.9,28909.54,conventional,2016,California,6,26
0.76,8153340.48,3089603.62,2659661.41,106559.24,2297516.21,2207074.93,61563.24,28878.04,conventional,2017,California,1,22
1.17,2548687.86,922290.28,501532.5,56116.4,1068748.68,996105.73,43825.17,28817.78,conventional,2016,LosAngeles,10,16
1.32,4253815.59,1513797.4,1394929.07,93901.07,1251188.05,1161049.94,61429.08,28709.03,conventional,2016,California,11,20
0.93,3293224.51,1217453.35,678995.34,81637.45,1315138.37,1201242.48,85231.86,28664.03,conventional,2016,LosAngeles,7,10
1.19,5652496.31,2359102.44,1664176.22,121961.08,1507256.57,1420423.91,58294.32,28538.34,conventional,2016,California,10,2
1.37,2902604.84,595916.46,1267014.94,25765.18,1013908.26,836575.7,148877.99,28454.57,conventional,2017,Midsouth,8,13
1.12,6059764.51,2297601.9,1976499.46,114241.36,1671421.79,1576949.54,66072.42,28399.83,conventional,2016,California,9,11
1.41,3257901.93,1813137.91,432542.65,4014.69,1008206.68,620397.57,359415.3,28393.81,conventional,2017,Southeast,4,9
0.93,28041335.38,9855053.66,10805838.91,1016163.17,6364279.64,4964462.13,1371440.28,28377.23,conventional,2015,TotalUS,12,13
0.94,7365675.31,2921963.17,2131717.34,373358.37,1938636.43,1739147.58,171241.77,28247.08,conventional,2016,California,6,5
0.68,1198679.87,755962.49,197733.56,74916.26,170067.56,100403.73,41471.6,28192.23,conventional,2016,WestTexNewMexico,2,7
1.48,3848128.2,1326907.02,1367684.96,112541.9,1040994.32,952497.35,60542.13,27954.84,conventional,2016,California,11,13
1.07,31660031.68,12384449.4,12403360.2,980361.75,5891860.33,5067198.34,796786.14,27875.85,conventional,2015,TotalUS,7,12
1.75,3330799.31,269503.29,2097278.42,6901.98,957115.62,822614.03,106630.48,27871.11,conventional,2017,Northeast,9,3
0.65,10323174.59,4772921.95,1623613.82,38521.35,3888117.47,3351508.25,508738.57,27870.65,conventional,2018,SouthCentral,2,4
0.99,29375123.6,9162094.14,14082539.61,1220251.19,4910238.66,3930198.18,952191.42,27849.06,conventional,2015,TotalUS,10,18
0.81,3563268.97,1471105.41,537892.88,57212.08,1497058.6,1436818.52,32450.42,27789.66,conventional,2016,LosAngeles,8,28
1.34,2907563.95,601191.03,1272881.65,26753.29,1006737.98,856452.33,122563.55,27722.1,conventional,2017,Midsouth,8,6
1.13,3774004.27,502233.05,2055125.98,442059.88,774585.36,606612.51,140253.5,27719.35,conventional,2015,GreatLakes,7,5
0.83,7523061.26,3396320.97,1500545.51,27770,2598424.78,1675300.95,895408.78,27715.05,conventional,2017,SouthCentral,4,23
0.94,6084796.99,3262539.84,1043850.3,20820.97,1757585.88,1269469.83,460424.96,27691.09,conventional,2017,SouthCentral,5,21
1.09,4477594.56,2043310.73,1016610.9,20588.09,1397084.84,1228547.91,140925.06,27611.87,conventional,2016,SouthCentral,10,23
1.11,3716886.69,1923227.36,648951.54,13450.33,1131257.46,827154.53,276587.65,27515.28,conventional,2016,Southeast,8,21
1.01,6506234.86,2597934.17,1869930.06,328653.8,1709716.83,1571460.04,110755.4,27501.39,conventional,2016,California,6,12
1.15,477637.43,82568.15,72460.6,62078.52,260530.16,211303.55,21812.97,27413.64,conventional,2018,Detroit,3,25
1.09,30358467.88,12115233.76,12219014.12,984702.75,5039517.25,4322985.19,689175.8,27356.26,conventional,2015,TotalUS,8,2
0.96,500424.55,168696.93,84169.69,107930.15,139627.78,91310.2,21053.46,27264.12,conventional,2016,Detroit,5,8
1.15,3837027,603156,1732528,317891,1183450,577048,579235,27167,conventional,2017,GreatLakes,12,3
0.83,3203935.53,1214455.87,691108.91,113180.16,1185190.59,1038686.31,119446.72,27057.56,conventional,2016,LosAngeles,5,29
1.34,3013426.04,448128.25,1374844.51,207792.14,982661.14,742994.62,212638.07,27028.45,conventional,2016,GreatLakes,7,31
1.33,3106108.92,449400.31,1387946.82,219477.32,1049284.47,767194.17,255073.17,27017.13,conventional,2016,GreatLakes,8,7
0.89,7175276.66,2266313.37,2877688.31,90899.53,1940375.45,1762033.74,151333.95,27007.76,conventional,2017,California,1,1
1.52,1595013.07,543331.54,423351.91,77064.64,551264.98,497726.49,26542.63,26995.86,conventional,2016,LosAngeles,11,6
1.14,6200613.68,2196723.33,2037093.61,278664.44,1688132.3,1563978.55,97434.91,26718.84,conventional,2016,California,7,17
0.95,2939704.87,1217417.81,534763.39,49050.27,1138473.4,1065540.18,46332.57,26600.65,conventional,2016,LosAngeles,9,11
1.34,5375978.5,2021375.04,1750074.56,123430.31,1481098.59,1379624.2,74894.96,26579.43,conventional,2016,California,10,9
0.97,7408451.31,2154414.96,1740237.35,117766.27,3396032.73,1164132.42,2205336.14,26564.17,conventional,2018,West,2,25
1.3,3134414.15,459026.42,1316694.09,217555.14,1141138.5,875058.46,239773.16,26306.88,conventional,2016,GreatLakes,8,14
1.06,2057899.39,896361.8,569685.24,6640.06,585212.29,503163.84,55896.78,26151.67,conventional,2017,Plains,1,29
1.89,2289168.77,444534.18,780137.97,169347.13,895149.49,599057.03,269972.31,26120.15,conventional,2017,GreatLakes,10,1
1.05,3166941.66,364949.96,1695887.65,357831.91,748272.14,554459.07,167786.33,26026.74,conventional,2016,GreatLakes,1,17
0.99,625475.58,160714.71,82132.76,84740.62,297887.49,259510.89,12354.59,26022.01,conventional,2017,Detroit,5,7
0.76,3715458.49,1596545.36,650812.6,121002.86,1347097.67,1196472.82,124721.49,25903.36,conventional,2016,LosAngeles,6,5
0.62,4215552.57,1715034.11,663032.28,61799.24,1775686.94,1710186.48,39625.95,25874.51,conventional,2017,LosAngeles,1,22
1.08,6681646.14,2501655.4,2179345.27,107653.45,1892992.02,1819641.81,47476.91,25873.3,conventional,2016,California,9,4
1.29,1913492.61,696410.88,436388.61,71033.43,709659.69,639521.18,44270.7,25867.81,conventional,2016,LosAngeles,11,13
0.82,928051.16,439792.68,257532.45,91158.34,139567.69,103511.91,10331.25,25724.53,conventional,2015,DallasFtWorth,12,20
0.83,649885.76,389110.55,108176.29,12953.59,139645.33,90392.86,23535.8,25716.67,conventional,2015,WestTexNewMexico,12,20
1.2,6104047.38,2019596.6,2147541.33,302735.37,1634174.08,1526433.58,82025.57,25714.93,conventional,2016,California,7,24
1.05,5550586.51,2881726.68,1185462.48,16702.54,1466694.81,1013213.46,427812.72,25668.63,conventional,2017,SouthCentral,7,23
1.08,29699845.61,11283021.31,12551529.7,909284.22,4956010.38,4318010.6,612362.43,25637.35,conventional,2015,TotalUS,8,23
0.93,6656554.36,2075029.62,2450277.12,95137.62,2036110,1910596.03,99912.91,25601.06,conventional,2017,California,1,15
1.07,3272555.01,432770.76,1876392.91,348448.68,614942.66,468148.29,121209.44,25584.93,conventional,2015,GreatLakes,9,6
0.94,489584.58,154051.35,95837.97,151279.99,88415.27,58403.04,4513.96,25498.27,conventional,2016,Detroit,1,24
1,442961.17,149055.97,60807.9,75225.17,157872.13,130698.09,1731.45,25442.59,conventional,2016,Detroit,6,19
1.06,3310201.06,503914.83,1753942.06,352247.15,700097.02,488806.3,185907.38,25383.34,conventional,2016,GreatLakes,1,10
1.16,2766529.12,1153907.22,559077.15,61747.02,991797.73,915276.04,51156.17,25365.52,conventional,2016,LosAngeles,10,9
1.03,2101835.6,1040820.26,490842.47,9370.21,560802.66,510422.91,25086.66,25293.09,conventional,2016,Plains,6,26
1.54,2561783.52,512114.91,1135717.01,24649,889302.6,747801.46,116289.45,25211.69,conventional,2017,Midsouth,9,3
0.85,3258184.45,1295216.97,655947.51,105879.74,1201140.23,1091515.32,84463.35,25161.56,conventional,2016,LosAngeles,6,26
0.9,3237847.21,1322109.94,593238.74,114307.31,1208191.22,1102265.57,80776.26,25149.39,conventional,2016,LosAngeles,6,19
0.79,7808461.74,2716222.01,2615648.28,336387.9,2140203.55,1606311.87,508755.56,25136.12,conventional,2016,California,5,8
0.96,41291704.39,17787611.93,16602589.04,1118329.5,5783173.92,4647155.48,1110987.23,25031.21,conventional,2015,TotalUS,5,3
0.9,5526646.12,1638639.18,2137290.51,96836.26,1653880.17,1451475.99,177399.8,25004.38,conventional,2016,California,12,11
1,3007073.27,1328968.75,468792.85,62737.86,1146573.81,1087085.53,34496.65,24991.63,conventional,2016,LosAngeles,9,25
1.14,4954059.33,2925027.75,461260.99,15728.65,1552041.94,879462.33,647625.95,24953.66,conventional,2018,Southeast,1,21
1.04,2104834.28,892690.24,628986.82,11290.7,571866.52,518050.97,28877.41,24938.14,conventional,2016,Plains,6,12
1.71,4529672.68,265254.03,2874935.5,14156.23,1375326.92,1067433.44,283132.09,24761.39,conventional,2017,Northeast,5,28
1.03,3145897.89,370032.77,1668502.58,319148.88,788213.66,531244.13,232255.44,24714.09,conventional,2016,GreatLakes,3,13
1.12,3230139.65,420919.7,1839862.82,331336.66,638020.47,497895.48,115527.66,24597.33,conventional,2015,GreatLakes,8,9
1.98,2063573.51,419515.35,658131.8,166808.35,819118.01,531466.43,263131.15,24520.43,conventional,2017,GreatLakes,10,8
0.83,3248769.26,1439519.4,529969.99,105646.55,1173633.32,1064384.25,84760.03,24489.04,conventional,2016,LosAngeles,6,12
1.03,4967651.41,2588086.77,984551,18419.04,1376594.6,1088286.99,263848.4,24459.21,conventional,2016,SouthCentral,10,16
0.93,2330438.23,1242318.2,518978.73,10390.99,558750.31,505801.45,28530.38,24418.48,conventional,2016,Plains,6,5
1.37,3418235.57,1841481.88,429995.14,3755.98,1143002.57,740336.5,378277.12,24388.95,conventional,2017,Southeast,4,16
0.94,3801508.26,573869.79,1927106.29,320732.21,979799.97,746942.08,208595.67,24262.22,conventional,2016,GreatLakes,5,1
0.89,3120961.67,969758.4,692908.87,72814.14,1385480.26,1288525.3,72837.94,24117.02,conventional,2017,LosAngeles,1,8
1.29,245293.35,2180.87,96015.63,81813.26,65283.59,38840.79,2445.56,23997.24,conventional,2017,GrandRapids,6,18
1.06,3857605.11,615564.03,2140254.41,383840.98,717945.69,609139.49,84879.59,23926.61,conventional,2015,GreatLakes,4,19
0.92,6183823.03,3415501.85,1234042.3,39098.99,1495179.89,1318526.89,152730.49,23922.51,conventional,2017,SouthCentral,4,9
0.84,2377799.62,767981.95,513487.28,56245.11,1040085.28,961115.47,55112.27,23857.54,conventional,2016,LosAngeles,12,18
0.88,3431676.04,1409249.49,626922.72,43844.13,1351659.7,1295162.06,32720.37,23777.27,conventional,2016,LosAngeles,9,4
1.18,385966.55,100370,55199.44,46609.96,183787.15,155523.04,4802.95,23461.16,conventional,2017,Detroit,7,16
1.03,5882728.51,3063985.05,1282288.49,18165.44,1518289.53,1037654.15,457240.12,23395.26,conventional,2017,SouthCentral,8,6
1.61,3536857.97,264529.93,2267361.07,6494.94,998472.03,844249.91,130829.9,23392.22,conventional,2017,Northeast,9,10
1.68,3139833.5,1126017.42,1186843.99,92064.47,734907.62,686375.28,25241.6,23290.74,conventional,2016,California,10,30
0.79,5630041.84,2676152.87,1320133.68,20052.89,1613702.4,1288631.84,301809.49,23261.07,conventional,2016,SouthCentral,12,25
1.31,3437563.27,778207.19,1040627.93,294793.29,1323934.86,1117531.11,183163.55,23240.2,conventional,2018,GreatLakes,1,14
1.17,1979362.94,859776.14,534861.87,6165.29,578559.64,535419.49,19900.67,23239.48,conventional,2016,Plains,8,7
0.93,6526488.94,3540683.7,1042887.71,21574.2,1921343.33,1496503.74,401617.34,23222.25,conventional,2017,SouthCentral,6,11
1.56,2428140.05,466611.07,1074163.59,21742.49,865622.9,732278.1,110137.25,23207.55,conventional,2017,Midsouth,9,10
1.1,2272023.15,880344.33,456709.37,60511.55,874457.9,808238.28,43041.56,23178.06,conventional,2016,LosAngeles,11,20
1.52,3149349.04,1691953.94,444119.19,4008.12,1009267.79,619190.02,366946.66,23131.11,conventional,2017,Southeast,3,26
1.03,2981549.94,396690.54,1695841.56,353741.96,535275.88,419558.97,92629.46,23087.45,conventional,2015,GreatLakes,10,18
1.18,3857262.14,818434.82,1243174.16,259671.42,1535981.74,1200021.74,312985.52,22974.48,conventional,2018,GreatLakes,1,28
0.92,6429870.23,1893787.2,1975668.02,325582.2,2234832.81,1981931.04,230048.66,22853.11,conventional,2016,California,3,6
0.96,3735389.44,624804.28,1787143.44,323412.26,1000029.46,759838.81,217342.89,22847.76,conventional,2016,GreatLakes,4,24
1.31,3077843.09,1732070.28,277003.33,14230.23,1054539.25,708818.41,322895.28,22825.56,conventional,2017,Southeast,12,24
0.74,1131583.12,484446.28,348542.55,161506.54,137087.75,68193.77,46086.21,22807.77,conventional,2016,Houston,1,31
0.98,339797.19,92957.56,78805.63,113791.21,54242.79,30612.06,885.86,22744.87,conventional,2015,Detroit,12,6
1.27,3025330.44,456513.05,1330166.96,166364.88,1072285.55,841776.91,207892.75,22615.89,conventional,2016,GreatLakes,8,28
0.97,3092234,1201992.39,630743.25,84008.42,1175489.94,1079717.14,73173.55,22599.25,conventional,2016,LosAngeles,7,17
1.34,2933973.86,450526.72,1308748.45,180362.15,994336.54,756135.72,215616.75,22584.07,conventional,2016,GreatLakes,8,21
1.07,30652211.08,12196225.93,12009228.05,1017157.74,5429599.36,4627251.87,779807.55,22539.94,conventional,2015,TotalUS,7,26
1.01,3033328.67,1163035.43,629930.18,83979.91,1156383.15,1073915.16,60000.52,22467.47,conventional,2016,LosAngeles,7,24
1.03,343645.67,103367.05,72647.24,113928.21,53703.17,30614.89,734.95,22353.33,conventional,2015,Detroit,11,8
0.75,5953222.87,2869772.48,1114706.47,207634.25,1761109.67,1408219.68,330575.32,22314.67,conventional,2017,SouthCentral,2,19
1.09,4230674.67,2241425,738177.11,15287.26,1235785.3,745879.1,467642.03,22264.17,conventional,2016,Southeast,8,14
1.14,3162447.64,490577.01,1722754.95,321610.93,627504.75,500704.88,104570.86,22229.01,conventional,2015,GreatLakes,8,2
0.99,502774.82,119584.9,56064.04,43719.76,283406.12,232206.09,28983.01,22217.02,conventional,2017,Detroit,7,9
0.86,7483931.18,3221294.56,1692107.7,38275.59,2532253.33,1460631.32,1049435.14,22186.87,conventional,2017,SouthCentral,4,30
1.06,2865744.94,1337602.73,471344.12,62565.39,994232.7,931963.97,40145.34,22123.39,conventional,2016,LosAngeles,10,2
1.14,3223814.39,673473.95,1510540.87,214241.6,825557.97,724592.03,78843.66,22122.28,conventional,2016,Midsouth,6,5
1,373545.23,129945.11,71335.62,111298.27,60966.23,38180.88,839.26,21946.09,conventional,2015,Detroit,9,20
0.94,2097983.48,1041604.45,490947.03,23556.8,541875.2,466641.32,53465.68,21768.2,conventional,2017,Plains,2,12
1.01,2257271.18,865743.41,416437.85,50949.95,924139.97,868269.44,34138.07,21732.46,conventional,2016,LosAngeles,11,27
0.76,3138836.66,821036,680884.1,90068.36,1546848.2,1369895.1,155333.82,21619.28,conventional,2016,LosAngeles,3,6
1.31,4198992.14,2371136.88,403224.01,17012.38,1407618.87,845928.49,540110.99,21579.39,conventional,2018,Southeast,1,14
0.68,7043078.06,3640314.18,1098974.88,215201.61,2088587.39,1790736.15,276301.68,21549.56,conventional,2017,SouthCentral,2,12
0.7,6349601.68,3382976.58,1416070.96,718463.59,832090.55,662650.24,147944.33,21495.98,conventional,2016,SouthCentral,2,14
1.38,1843260.04,662783.83,595296.48,28026.13,557153.6,485370.12,50390.43,21393.05,conventional,2017,Plains,7,16
0.76,3134305.39,1084784.88,782144.64,89228.29,1178147.58,1068850.13,87973.45,21324,conventional,2016,LosAngeles,5,22
1.47,4024822.13,304604.68,2245559.82,59915.16,1414742.47,1335096.5,58406.29,21239.68,conventional,2016,Northeast,8,7
0.76,3363407.98,1075572.75,703853.31,61161.98,1522819.94,1442445.76,59205.75,21168.43,conventional,2017,LosAngeles,1,15
0.98,5344837.49,2674487.17,1129009.2,15830.87,1525510.25,1094936.72,409425.49,21148.04,conventional,2016,SouthCentral,9,25
0.93,6397813.48,2370403.05,1875909.98,382295.13,1769205.32,1659337.91,88790.8,21076.61,conventional,2016,California,4,17
0.85,6331953.73,2168765.69,1735400.35,186797.28,2240990.41,1438474.3,781447.29,21068.82,conventional,2016,West,1,31
0.93,6603707.93,1935666.12,2149391.86,311356.91,2207293.04,1926353.76,259874.87,21064.41,conventional,2016,California,3,27
0.73,1803351.21,788734.28,219585.81,6423.31,788607.81,673212.32,94356.41,21039.08,conventional,2018,DallasFtWorth,3,25
0.77,1501141.58,673535.25,263895.18,6341.68,557369.47,449577.44,86867.63,20924.4,conventional,2018,DallasFtWorth,3,4
0.78,2780629.1,1076282.76,476162.95,53729.91,1174453.48,1135570.69,17964.53,20918.26,conventional,2016,LosAngeles,12,4
1.02,5780893.13,2730101.66,1369045.96,19641.56,1662103.95,1083666.18,557527.48,20910.29,conventional,2017,SouthCentral,7,16
1.35,1993421.09,812644.07,464271.97,7538.35,708966.7,653169.34,34954.01,20843.35,conventional,2017,Plains,6,18
1.7,3374546.02,246450.56,2076611.47,7302.53,1044181.46,892785.83,130586.74,20808.89,conventional,2017,Northeast,8,27
1.74,4096560.83,241585.33,2718513.23,12943.73,1123518.54,923263.95,179473.2,20781.39,conventional,2017,Northeast,6,4
1.03,2601821.63,347803.29,1471865.16,280543.97,501609.21,391454.61,89472.08,20682.52,conventional,2015,GreatLakes,11,22
0.64,3942054.31,1416928.16,929683.64,107683.95,1487758.56,1104179.23,362931.85,20647.48,conventional,2016,LosAngeles,5,8
1.04,35344183.15,16000107.8,12513821.19,899779.92,5930474.24,5094263.38,815628.55,20582.31,conventional,2015,TotalUS,5,24
0.84,6933382.4,2507347.38,2355998.94,325242.94,1744793.14,1467255.26,257014.51,20523.37,conventional,2016,California,4,24
1.05,3126127.34,497880.34,1454195.66,299669.72,874381.62,628085.89,225792.03,20503.7,conventional,2016,GreatLakes,4,10
1.23,2133563.24,768315.72,427296.47,44807.45,893143.6,840269.44,32386.79,20487.37,conventional,2016,LosAngeles,10,23
1.01,6487362.71,2293685.5,1475916.77,111309.46,2606450.98,1823295.07,762671.3,20484.61,conventional,2016,West,7,10
1.14,4544750.92,2749042.52,402798.53,15351.11,1377558.76,873160.78,483913.55,20484.43,conventional,2018,Southeast,1,7
1.21,1693418.62,748383.14,445643.2,5418.75,493973.53,461318.07,12246.86,20408.6,conventional,2016,Plains,8,21
1.06,32408705.7,13299568.71,11505999.24,1045832.54,6557305.21,5690216.31,846752.4,20336.5,conventional,2015,TotalUS,6,28
1.22,392513.77,65065.41,63951.02,42737.51,220759.83,183724.24,16727.64,20307.95,conventional,2017,Detroit,7,2
0.98,37026085.75,16383685.07,12821015.03,1085081.61,6736304.04,5893641.72,822399.78,20262.54,conventional,2015,TotalUS,6,14
1.04,340746.59,112432.15,67252.29,104529.5,56532.65,35176.99,1106.6,20249.06,conventional,2015,Detroit,11,1
1.35,1808002.16,776378.88,497717.36,7828.86,526077.06,500350.57,5479.2,20247.29,conventional,2017,Plains,4,16
1.05,378431.9,80333.46,65448.49,119488.87,113161.08,55446.34,37647.04,20067.7,conventional,2016,Detroit,3,27
0.73,3467762.25,982736.16,836002.09,94366.38,1554657.62,1349458.59,185190.21,20008.82,conventional,2016,LosAngeles,3,27
1.07,2198408.92,318661.4,1199426.12,248818.72,431502.68,328369.47,83149.01,19984.2,conventional,2015,GreatLakes,11,29
0.85,7922898.43,4093101.6,1453770.19,18738.51,2357288.13,1526967.7,810444.58,19875.85,conventional,2017,SouthCentral,5,7
0.84,6777539,3916659.1,1012267.12,24556.67,1824056.11,1494823.82,309395.83,19836.46,conventional,2017,SouthCentral,4,2
0.84,3551337.17,1223299.39,829896.69,56808.74,1441332.35,1332601.11,88931.96,19799.28,conventional,2017,LosAngeles,1,1
1.4,4127080.33,247658.58,2351280.09,25740.08,1502401.58,1384984.59,97632.72,19784.27,conventional,2016,Northeast,8,21
1.03,33720159.09,15503613.33,11599634.02,903908.35,5713003.39,4967231.63,726046.25,19725.51,conventional,2015,TotalUS,5,31
1.35,4570515.87,154509.15,2911585.02,156593.71,1347827.99,1235470.33,92633.24,19724.42,conventional,2016,Northeast,6,5
